(Intercept),VISIT2,VISIT3,POINT.ELEVATION,VISIT2:POINT.ELEVATION,VISIT3:POINT.ELEVATION
-2.934107983724971,0.1289843112026574,-0.22524514424003428,0.08728527802304598,0.11636158522742335,0.2881892127043102
-2.8875789841404185,0.023991850088350475,-0.24450277956202626,0.10679995923419483,0.10402496894676005,0.2807427911902778
-2.739072055584984,0.09397291476489045,-0.28684939488198324,-0.06705023460381199,0.22642011920106597,0.4308656797511503
-2.754620277793947,0.02967495474149473,-0.3350535316312744,0.1313440283338423,0.18657299083133694,0.3864555631298572
-2.797045947278093,0.07476287943427451,-0.22754916704434436,0.11563643653062172,0.16833532780583482,0.39266574545399635
-2.9079420842972468,0.2254635849603801,-0.20358560858585406,-0.06304350394930225,0.16203330545977224,0.4939807864593604
-2.9359367679644492,0.18291160819353536,-0.21770433595520444,-0.008736580495678936,0.12278131960192695,0.4211364772163506
-2.9423166410451813,0.20339077749667922,-0.2542614894628059,0.18687378711183555,0.13654649052477907,0.4462127344797864
-2.8546264331089333,0.08845060878957156,-0.2891725931754081,0.10040577179461252,0.1618425009364728,0.4364420681449701
-2.765154931883444,0.10106011965399375,-0.2934140989309526,-0.07122133273514919,0.18970647227251902,0.45860784663818777
-2.7774666005570907,0.12077898606366944,-0.2678016644058516,-0.03426765313997748,0.22325488417118322,0.5038102067483123
-2.7813187779975124,0.023953464387886925,-0.3005307162820827,-0.1857515372830676,0.24019771712482907,0.4722590231394861
-2.845089614922472,-0.01468327521433821,-0.29658999445382506,-0.05999815867835423,0.2944123989873333,0.548740442696726
-2.831928857471212,-0.027584610681515187,-0.23801274826109875,-0.18733193240768742,0.28479813667945564,0.4542977073433576
-2.9203889042692026,0.07559643502463587,-0.14654440833692206,0.07053468565754883,0.12485639227088541,0.3424244234629441
-2.749326666966226,-0.026848531793802977,-0.25302971503515437,-0.07408731643226929,0.1934180640091654,0.4777001229522284
-2.826029635834857,0.014783208258450031,-0.17471943818964064,-0.12060965020646108,0.250694046204444,0.521697016665712
-2.9458273493169145,-0.04108071689552162,-0.04443033633287996,0.014159503640257753,0.24888125974393915,0.3871520950924605
-2.9817679841617064,-0.003574656049750047,-0.1028338427277049,-0.08108495420310646,0.2504386385771795,0.41769720412412426
-2.923545218531217,0.04092171730007976,-0.1795645480742678,0.003173826212332642,0.11203978902631206,0.29915628090384416
-2.8943557292368496,0.02203517766611185,-0.1753062376519665,0.003430296106671449,0.14799204433802515,0.36061859549954534
-3.1010871166945435,0.15386235297592066,-0.10077077153255232,0.09866019117271208,0.09932915068930015,0.41930131800472736
-3.100647625498823,0.09900689074129332,-0.06474017776599794,-0.07213302503805608,0.12113586536725052,0.44659852591212257
-2.915750605163339,0.037598175957100466,-0.20521378359626397,0.02720378082449315,0.1176854506629752,0.32850197216612287
-2.9975592717237305,0.017637250475672772,-0.17086555795685854,-0.10914215443153807,0.18386835398268886,0.41511248995084316
-2.890667926396418,0.019228522549383342,-0.18055679656390566,-0.1513652020439622,0.20903920684941113,0.46897596954295295
-3.0215979141457865,0.001854611655289773,-0.16330017552991194,-0.05784298240178032,0.1922553466865793,0.46585127772414126
-3.055306147700321,0.1278951449203305,-0.15168253442971036,-0.0062928029510658234,0.198440264139208,0.4505060821247753
-3.067919183355116,0.08903349518004688,-0.21279705395863857,-0.08842455717967823,0.1846947601152351,0.3924222572968574
-3.05650683408021,0.09639174991389154,-0.22247600422997493,0.176242429537524,0.07304270975873806,0.3585509988170088
-2.845202110846003,0.02850598264922155,-0.31024194139172323,0.018335631510126404,0.27541675914108055,0.33754240965936333
-2.897579968914215,0.006769815667212242,-0.235262007030542,-0.03769019210812985,0.22219431983467075,0.42563243792392313
-2.9881083135987865,-0.03397788684742409,-0.2736315402071341,0.096380111790495,0.12847133875766303,0.3787975374580128
-2.8184081894469273,0.07346784556284547,-0.23727671336382627,0.03769385481427889,0.2128450328236795,0.45294018465210684
-3.0047805541253183,0.07947405973391142,-0.29241258154797833,-0.039447368144465145,0.17011296196142212,0.42814312408154365
-2.7769814340863377,0.07374152879401663,-0.32999638490582583,0.02994801980094053,0.15417483403325605,0.40360668095672736
-3.0361258208286017,0.07250112513429485,-0.20463007098442176,0.034648378525162116,0.020596561051206663,0.3484034306311514
-3.1277839146059705,0.16974348590520094,-0.029953935954836197,0.0845849130055285,0.030242126347729936,0.30414718259999063
-2.9381763737183064,0.19917317848739913,-0.03174764578579925,0.0752934040974651,0.20468793355757953,0.26802815102564637
-2.8802622959265136,0.015670429933379637,-0.16050802123208996,0.028582780421857024,0.21252761833784461,0.3926288643560838
-3.0327642247793847,0.10871458108886145,-0.0733740128489444,0.05665207093261415,0.1774434619001113,0.4066573222808074
-2.8578003459751926,0.09815024252384319,-0.03980763022264,0.04487416133633815,0.08844595781283715,0.37303257433813997
-2.9418668046419043,0.14882261570892297,-0.10155408125865506,0.05258241685805842,0.10541599009593483,0.4978972053795587
