(Intercept),VISIT2,VISIT3,POINT.ELEVATION,VISIT2:POINT.ELEVATION,VISIT3:POINT.ELEVATION
-2.0157347697750083,-0.4260638276464306,-0.4018737860433248,0.3451535568055988,0.2752959876697787,0.3715958242682973
-1.8287197112804279,-0.5301329510402866,-0.5968356139055686,0.22822354979871307,0.3326150262291776,0.47711856600653846
-1.90190572157735,-0.6073731487595069,-0.4073209566595324,0.5050624724826775,0.3160853883600794,0.28997597386478446
-1.8374748980149889,-0.6776158505381318,-0.32014909526333213,0.6296538217793568,0.1483077629673062,-0.05215488621615805
-2.0220316875202116,-0.7116774736932712,-0.4930791325678001,0.46850067013292573,0.12377339357044548,0.22812693301966647
-1.9959501712874044,-0.5466066426452016,-0.31998274622674217,0.7526786526723299,0.14291986900934717,0.28922411194071174
-1.8701990314075374,-0.838462685002014,-0.51490841613849625,0.35513983003329486,0.4969842972782317,0.38967009733096347
-1.820181610824875,-0.8001250264351256,-0.42851959859763156,0.3724180028802948,0.39743820767034777,0.18318167027609888
-2.025513120717278,-0.4739586647192482,-0.3979268951807171,0.42317118946812116,0.4384611475688871,0.35298193301423453
-2.0098493586556287,-0.5779375361162238,-0.6293555081356317,0.36461417245391203,0.5327427825432096,0.5570430402949569
-1.9936421015008818,-0.5755989006283926,-0.3070732208143454,0.639414339857467,0.3811359301325865,0.24544216973299626
-2.0601351355435327,-0.26602211781573715,-0.47304305730358465,0.5048208352213805,0.5103180989462999,0.41000616703240667
-2.1611933430540375,-0.24697062690393068,-0.46552137986873277,0.4873680139935459,0.014757613447727636,0.331891287198232
-2.168666507321177,-0.22936500997457188,-0.4807166379177943,0.3974682139378274,0.42117419486748986,0.5613257114819135
-2.1119036423333455,-0.31635845555229025,-0.3572411155619193,0.34058590719359927,0.27282309283327777,0.6533497951904792
-2.101620041154092,-0.4778363404911943,-0.5169050646400137,0.3699789482052438,0.2686041785891575,0.4273402960097883
-2.1831875598727493,-0.4223665171666653,-0.36942567655205494,0.4687864652078133,0.16910347866360098,0.4179816824325826
-2.286956897982236,-0.254901692373096,-0.42219363429467194,0.4784577421232825,0.2560175397375133,0.36590490986418445
-1.956982661751681,-0.5916614627058152,-0.48506634222576395,0.7560670786479022,0.06162767656496726,0.27216057631176227
-2.2659264001995325,-0.34912907398393145,-0.264922336793461,0.4858676283110981,0.40485289577918593,0.3503711458761245
-2.2171832383828587,-0.4623399458214408,-0.3398315558588365,0.46206368890125304,0.4103897511336072,0.3053627171757398
-2.215575733120204,-0.5419041959685273,-0.4035059893503785,0.5992959667200921,0.3421634354745038,0.12278820309438743
-2.175646307230636,-0.5044987941182626,-0.5610212674619106,0.48044190806831466,0.4997855582332704,0.2497950352371845
-2.2141066506155767,-0.6332462494028732,-0.41608351218746975,0.5601725707674632,0.32910624727082904,0.2731898143683793
-2.1516868118733328,-0.44632006227766396,-0.1582152674527606,0.48726255143992603,0.3692486330983229,0.35142119097872637
-1.9210131825093413,-0.5166827539433143,-0.5137534832028905,0.5032351357222069,0.5175652944017202,0.3837993630877463
-2.2145288719329983,-0.4057521143295162,-0.2556933368759928,0.10588843502046075,0.5330416462711582,0.5427072726597544
-2.0017543419089634,-0.7215145932896121,-0.446964788789046,0.23009371178977744,0.48766576731577516,0.6549718311289325
-2.136552997297258,-0.5401708367426181,-0.3873570826967807,0.24373567101429217,0.5395240289508365,0.5597907278279308
-2.12207513409885,-0.41056932735227747,-0.1467568996886257,0.5377797846740577,0.44989964010892436,0.4374637746659573
-2.314312578062527,-0.15963210102927405,-0.018329804646782577,0.2907265066896798,0.5114347216440365,0.43791478787898086
-2.223610726359766,-0.07380246398679446,-0.21666651565465145,0.39229453165171435,0.39809306354982255,0.36056065911543556
-2.0416394969943212,-0.3073834728129441,-0.4189426950906636,0.4630622435361147,0.36510083959728945,0.3273899281521153
-2.1153183362561094,-0.3784771874634316,-0.4920106529571058,0.44977274458506145,0.09129068478068803,0.3324263198446715
-2.337338077540153,-0.5143112291698344,-0.3804697711020708,0.5413553103571758,0.13905327653628774,0.3248848688963335
-1.9553370049834484,-0.5056741561274976,-0.7305971033347305,0.43299010551709216,0.23946382410940714,0.3739339710737113
-2.1589788899582345,-0.28113290398323443,-0.4418346794700483,0.6549100406700745,0.11254383247796795,0.13459369409247302
-1.9272460857246188,-0.16394634437165223,-0.45115983186406083,0.4069987684888474,0.2002072256327665,0.14036244296039513
